NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_INOSITOL_PHOSPHATE_METABOLISM	KEGG_INOSITOL_PHOSPHATE_METABOLISM		52	0.19763744	1.7140814	0.020872865	0.068764515	0.869	9240	tags=63%, list=44%, signal=113%	
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS		53	0.19615799	1.7134011	0.024048096	0.06738507	0.87	9417	tags=64%, list=45%, signal=115%	
KEGG_CHRONIC_MYELOID_LEUKEMIA	KEGG_CHRONIC_MYELOID_LEUKEMIA		71	0.1708632	1.7019371	0.031055901	0.069667615	0.891	13063	tags=79%, list=62%, signal=206%	
KEGG_RNA_POLYMERASE	KEGG_RNA_POLYMERASE		28	0.26600173	1.6964082	0.04477612	0.06974794	0.894	14757	tags=96%, list=70%, signal=320%	
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER		68	0.17486143	1.6958538	0.02631579	0.068346396	0.895	8743	tags=59%, list=41%, signal=100%	
KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM		137	0.12070246	1.6740948	0.028355388	0.07490843	0.925	9801	tags=58%, list=46%, signal=108%	
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY		123	0.12773064	1.6668895	0.028455285	0.0766151	0.933	6247	tags=42%, list=30%, signal=60%	
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS		23	0.292226	1.6633915	0.033333335	0.076558046	0.938	11283	tags=83%, list=53%, signal=177%	
KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM		34	0.23785736	1.6557739	0.026369167	0.077792816	0.95	4302	tags=44%, list=20%, signal=55%	
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA		52	0.19206315	1.6469007	0.03564728	0.07968042	0.954	8545	tags=60%, list=40%, signal=100%	
KEGG_VIBRIO_CHOLERAE_INFECTION	KEGG_VIBRIO_CHOLERAE_INFECTION		52	0.19364382	1.6327845	0.01980198	0.08355438	0.965	12574	tags=79%, list=60%, signal=194%	
