NAME	TITLE	SCORE	
SAMM50		1.3298417	
LAMTOR5		1.3297439	
LINC02591		1.3268995	
CETN3		1.3211498	
HOXD9		1.3209875	
LRGUK		1.320919	
MARK4		1.3196288	
GDPGP1		1.319596	
TSGA10		1.3195077	
CXCR2		1.3194239	
PLA2G2A		1.3175052	
ABAT		1.3161607	
ALS2CL		1.3152362	
TMEM134		1.3150218	
CAST		1.3148475	
SNORA71E		1.314445	
PPP1R7		1.312353	
MESDC1		1.3116409	
CCDC64B		1.3114156	
RPLP1		1.3102942	
DGKH		1.3079182	
FAM3B		1.3069756	
NDUFA10		1.3068264	
RARG		1.3057786	
CYP4Z2P		1.3057204	
MPG		1.3054539	
NOXA1		1.3046466	
PARP3		1.3043544	
S100A4		1.3040216	
UBE3D		1.3024682	
CDH23		1.3021723	
UBE2Q2P2		1.3000381	
TCIM		1.2985483	
PTPRN2		1.2980157	
ZNF816		1.2962333	
ENTPD4		1.2949411	
NDUFA7		1.2944062	
ID2		1.2936901	
PPA2		1.291844	
VN1R1		1.2909927	
ZNF396		1.290742	
FAM13A-AS1		1.2907244	
PIGZ		1.2877114	
DDX26B		1.2852963	
RPH3AL		1.2844507	
FAM212A		1.2836347	
THAP2		1.2831833	
HSPB1P1		1.2791224	
CFH		1.2768868	
TXNDC17		1.27495	
TMEM91		1.2711155	
CYB5R1		1.2688097	
DUSP19		1.2672745	
CES4A		1.267172	
FAM173A		1.2650299	
FBXL12		1.2642119	
C1RL-AS1		1.2641977	
KIAA0907		1.2627902	
TSPAN31		1.2596376	
ENTPD7		1.2592092	
SLC44A4		1.2572774	
